Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
37956892,What We Talk About When We Talk about Rape,Sohaila Abdulali,"Abdulali, Sohaila",,"=""1912408066""","=""9781912408061""",4,4.38,Myriad Editions,Paperback,265,2019,2018,,2019/07/31,,,read,,,"memoir, sociology, rape ",1,,,0,,,,,
1139726,Chicano Discourse: Socio-Historic Perspectives,Rosaura Sánchez,"Sánchez, Rosaura",,"=""1558851178""","=""9781558851177""",2,3.40,Arte Publico Press,Paperback,184,1994,1983,,2019/08/03,,,read,,,"sociology, linguistics, civil rights",1,,,0,,,,,
28116739,"Other Minds: The Octopus, the Sea, and the Deep Origins of Consciousness",Peter Godfrey-Smith,"Godfrey-Smith, Peter",,"=""0374227764""","=""9780374227760""",4,3.85,"Farrar, Straus and Giroux",Hardcover,257,2016,2016,,2019/08/04,,,read,,,"animals, consciousness",1,,,0,,,,,
36076501,The Girl Who Smiled Beads: A Story of War and What Comes After,Clemantine Wamariya,"Wamariya, Clemantine",Elizabeth Weil,"=""0385687001""","=""9780385687003""",3,4.20,Doubleday Canada,Hardcover,275,2018,2018,,2019/05/19,,,read,,,"memoir, human rights, immigration",1,,,0,,,,,
39330937,The Laws of Human Nature,Robert Greene,"Greene, Robert",,"=""""","=""""",3,4.40,Viking,Kindle Edition,624,2018,2018,,2019/08/08,,,read,,,"sociology, psychology",1,,,0,,,,,
1586299,The Dancing Mind,Toni Morrison,"Morrison, Toni",,"=""0679460268""","=""9780679460268""",3,4.24,Random House Audio,Audio Cassette,0,1996,1996,,2019/08/08,,,read,,,memoir,1,,,0,,,,,
15798974,"Gold Rush in the Jungle: The Race to Discover and Defend the Rarest Animals of Vietnam's ""Lost World""",Dan Drollette,"Drollette, Dan",,"=""0307407047""","=""9780307407047""",2,3.78,Crown,Hardcover,336,2013,2013,,2019/08/12,,,read,,,"environment, conservation, politics, current events",1,,,0,,,,,
41154983,"Arabs: A 3,000-Year History of Peoples, Tribes and Empires",Tim Mackintosh-Smith,"Mackintosh-Smith, Tim",,"=""0300180284""","=""9780300180282""",1,4.23,Yale University Press,Hardcover,630,2019,,,2019/08/17,,,read,,,"history, sociology, politics",1,,,0,,,,,
96884,The Happiness Hypothesis: Finding Modern Truth in Ancient Wisdom,Jonathan Haidt,"Haidt, Jonathan",,"=""0465028020""","=""9780465028023""",4,4.13,Basic Books,Paperback,297,2006,2005,,2019/08/18,,,read,,,"psychology, philosophy",2,,,0,,,,,
36739320,Because Internet: Understanding the New Rules of Language,Gretchen McCulloch,"McCulloch, Gretchen",,"=""""","=""""",4,4.15,Riverhead Books,Hardcover,336,2019,2019,,2019/08/20,,,read,,,"sociology, technology ",1,,,0,,,,,
43211952,Haben: The Deafblind Woman Who Conquered Harvard Law,Haben Girma,"Girma, Haben",,"=""1478992816""","=""9781478992813""",3,4.19,Twelve,Audiobook,,2019,2019,,2019/08/23,,,read,,,"memoir, human rights",1,,,0,,,,,
39650499,Coral Whisperers: Scientists on the Brink,Irus Braverman,"Braverman, Irus",,"=""0520298853""","=""9780520298859""",1,3.67,University of California Press,Paperback,344,2018,,,2019/08/24,,,read,,,"science, conservation, current events, politics<br/>",1,,,0,,,,,
43999702,The Breath of a Whale: The Science and Spirit of Pacific Ocean Giants,Leigh Calvez,"Calvez, Leigh",Harper Audio,"=""1541430026""","=""9781541430020""",2,3.84,Tantor Audio,Audio CD,,2019,,,2019/08/25,,,read,,,"animals, memoir, conservation",1,,,0,,,,,
40796205,"Slime: How Algae Created Us, Plague Us, and Just Might Save Us",Ruth Kassinger,"Kassinger, Ruth",,"=""0544432932""","=""9780544432932""",2,3.93,Houghton Mifflin Harcourt,Hardcover,320,2019,,,2019/08/26,,,read,,,"science, technology, ecosystems",1,,,0,,,,,
1617,"Night (The Night Trilogy, #1)",Elie Wiesel,"Wiesel, Elie","Marion Wiesel, François Mauriac","=""0374500010""","=""9780374500016""",4,4.32,Hill & Wang,Paperback,115,2006,1958,,2019/08/27,,,read,,,"memoir, war, survival, mortality ",1,,,0,,,,,
95729,"The Art of Mindful Living: How to Bring Love, Compassion, and Inner Peace Into Your Daily Life",Thich Nhat Hanh,"Hanh, Thich Nhat",,"=""1564557987""","=""9781564557988""",5,4.15,Sounds True,Audio CD,0,2000,1991,,2019/08/29,recommendations,recommendations (#43),read,,,philosophy,2,,,0,,,,,
10483171,The Beginning of Infinity: Explanations That Transform the World,David Deutsch,"Deutsch, David",,"=""0670022756""","=""9780670022755""",3,4.11,Viking,Hardcover,487,2011,2011,,2019/08/31,,,read,,,"physics, philosophy",1,,,0,,,,,
10569,On Writing: A Memoir of the Craft,Stephen King,"King, Stephen",,"=""0743455967""","=""9780743455961""",1,4.33,Pocket Books,Mass Market Paperback,320,2002,2000,,2019/09/03,,,read,,,"memoir, books",1,,,0,,,,,
42261223,The Sixth Man,Andre Iguodala,"Iguodala, Andre",Carvell Wallace,"=""0525533982""","=""9780525533986""",4,4.12,Blue Rider Press,Hardcover,256,2019,,,2019/09/05,,,read,,,"memoir, racism, sports, current events",2,,,0,,,,,
39391177,I'm Afraid of Men,Vivek Shraya,"Shraya, Vivek",,"=""0735235937""","=""9780735235939""",1,4.29,Penguin Books Canada,Hardcover,96,2018,2018,,2019/09/06,,,read,,,"memoir, LGBTQ",1,,,0,,,,,
92057,The Autobiography of Malcolm X,Malcolm X,"X, Malcolm","Alex Haley, اليكس هايلي","=""""","=""""",5,4.31,Ballantine Books,Paperback,466,,1965,,2019/09/08,recommendations,recommendations (#44),read,,,"history, memoir, racism ",1,,,0,,,,,
10256992,Peace Is Every Breath: A Practice for Our Busy Lives,Thich Nhat Hanh,"Hanh, Thich Nhat",,"=""0062005812""","=""9780062005816""",4,4.20,HarperOne,Hardcover,160,2011,2011,,2019/09/10,,,read,,,philosophy,2,,,0,,,,,
34219844,"A Moonless, Starless Sky: Ordinary Women and Men Fighting Extremism in Africa",Alexis Okeowo,"Okeowo, Alexis",,"=""0316382930""","=""9780316382939""",2,4.06,Hachette Books,Hardcover,240,2017,2017,,2019/09/11,,,read,,,"current events, human rights, politics",1,,,0,,,,,
43848929,Talking to Strangers: What We Should Know about the People We Don't Know,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316478520""","=""9780316478526""",2,4.05,"Little, Brown and Company",Hardcover,388,2019,2019,,2019/08/31,,,read,,,"sociology, psychology",1,,,0,,,,,
14572,Peace Is Every Step: The Path of Mindfulness in Everyday Life,Thich Nhat Hanh,"Hanh, Thich Nhat","Arnold Kotler, Dalai Lama XIV","=""0553351397""","=""9780553351392""",4,4.33,Bantam,Paperback,160,1992,1990,,2019/09/14,,,read,,,philosophy,1,,,0,,,,,
95747,The Miracle of Mindfulness: An Introduction to the Practice of Meditation,Thich Nhat Hanh,"Hanh, Thich Nhat",Mobi Ho,"=""0807012394""","=""9780807012390""",3,4.25,Beacon Press,Paperback,140,1999,1975,,2019/09/14,,,read,,,philosophy,1,,,0,,,,,
26329,Emotional Intelligence: Why It Can Matter More Than IQ,Daniel Goleman,"Goleman, Daniel",,"=""055380491X""","=""9780553804911""",2,4.01,Bantam,Hardcover,384,2006,1995,,2019/09/17,,,read,,,"sociology, psychology",1,,,0,,,,,
136975,Getting Unstuck: Breaking Your Habitual Patterns & Encountering Naked Reality,Pema Chödrön,"Chödrön, Pema",,"=""159179238X""","=""9781591792383""",2,4.30,Sounds True,Audio CD,3,2005,2004,,2019/09/18,,,read,,,philosophy,1,,,0,,,,,
40938541,The Souls of Black Folk,W.E.B. Du Bois,"Bois, W.E.B. Du",,"=""""","=""""",2,3.25,,Kindle Edition,,2018,,,2019/09/20,,,read,,,"history, racism ",1,,,0,,,,,
42505349,Dapper Dan: Made in Harlem,Daniel R. Day,"Day, Daniel R.",Mikael Awake,"=""0525510516""","=""9780525510512""",2,4.39,Random House,Hardcover,304,2019,,,2019/09/21,,,read,,,"memoir, racism, history",1,,,0,,,,,
13414676,The End of Your Life Book Club,Will Schwalbe,"Schwalbe, Will",,"=""0307594033""","=""9780307594037""",2,3.81,Knopf,Hardcover,336,2012,2012,,2019/09/22,,,read,,,"memoir, books, mortality",1,,,0,,,,,
26240779,How to Listen to Jazz,Ted Gioia,"Gioia, Ted",,"=""0465060897""","=""9780465060894""",3,4.10,Basic Books,Hardcover,272,2016,2016,,2019/09/24,,,read,,,music,2,,,0,,,,,
23281426,Suffragette: My Own Story,Emmeline Pankhurst,"Pankhurst, Emmeline",,"=""1843915596""","=""9781843915591""",4,4.15,Hesperus Classics,Paperback,336,2015,1914,,2019/09/25,,,read,,,"history, sociology, civil rights, gender inequality",2,,,0,,,,,
52309,The Autobiography of Benjamin Franklin,Benjamin Franklin,"Franklin, Benjamin",Lewis Leary,"=""0743255062""","=""9780743255066""",2,3.83,Touchstone,Paperback,160,2004,1791,,2019/09/08,,,read,,,"memoir, politics, physics<br/>",1,,,0,,,,,
17331360,The Art of Communicating,Thich Nhat Hanh,"Hanh, Thich Nhat",,"=""0062224689""","=""9780062224682""",5,4.15,HarperOne,ebook,176,2013,2013,,2019/09/27,,,read,,,"sociology, philosophy",2,,,0,,,,,
80654,Heaven's Breath: A Natural History of the Wind,Lyall Watson,"Watson, Lyall",,"=""0688056237""","=""9780688056230""",1,4.16,William Morrow & Company,Hardcover,384,1985,1984,,2019/09/28,,,read,,,"science, sociology, philosophy<br/>",1,,,0,,,,,
43672755,Speech Police: The Global Struggle to Govern the Internet,David Kaye,"Kaye, David",,"=""0999745484""","=""9780999745489""",5,4.27,Columbia Global Reports,Paperback,144,2019,,,2019/10/02,recommendations,recommendations (#45),read,,,"sociology, technology, current events, human rights",1,,,0,,,,,
210400,A Sand County Almanac,Aldo Leopold,"Leopold, Aldo","Michael Sewell, Kenneth Brower","=""0195146174""","=""9780195146172""",4,4.31,"Oxford University Press, USA",Hardcover,192,2001,,,2019/10/03,,,read,,,"memoir, animals, environment, ecosystems",1,,,0,,,,,
36609352,"What Truth Sounds Like: Robert F. Kennedy, James Baldwin, and Our Unfinished Conversation About Race in America",Michael Eric Dyson,"Dyson, Michael Eric",,"=""""","=""""",2,4.14,St. Martin's Press,Kindle Edition,306,2018,2018,,2019/10/04,,,read,,,"sociology, current events, racism ",1,,,0,,,,,
37877606,The Ravenmaster: My Life with the Ravens at the Tower of London,Christopher Skaife,"Skaife, Christopher",,"=""1443455938""","=""9781443455930""",3,4.06,HarperCollins Publishers,Hardcover,256,2018,2018,,2019/10/05,,,read,,,"memoir, animals, birds",1,,,0,,,,,
38740747,The Snow Leopard Project: And Other Adventures in Warzone Conservation,Alex Dehgan,"Dehgan, Alex",,"=""1610396952""","=""9781610396950""",3,4.07,PublicAffairs,Hardcover,288,2019,2019,,2019/10/06,,,read,,,"memoir, animals, ecosystems",1,,,0,,,,,
23743731,A Force for Good: The Dalai Lama's Vision for Our World,Daniel Goleman,"Goleman, Daniel",Dalai Lama XIV,"=""0553394894""","=""9780553394894""",5,4.04,Bantam,Hardcover,272,2015,2015,,2019/10/07,,,read,,,"sociology, philosophy",1,,,0,,,,,
18114095,"Joy, Guilt, Anger, Love: What Neuroscience Can--and Can't--Tell Us About How We Feel",Giovanni Frazzetto,"Frazzetto, Giovanni",,"=""0143123092""","=""9780143123095""",2,3.53,Penguin Books,Paperback,320,2014,2014,,2019/10/10,,,read,,,"psychology, sociology",1,,,0,,,,,
43782400,"Permission to Feel: Unlocking the Power of Emotions to Help Our Kids, Ourselves, and Our Society Thrive",Marc Brackett,"Brackett, Marc",,"=""1250212847""","=""9781250212849""",2,4.23,Celadon Books,Hardcover,304,2019,,,2019/06/28,,,read,,,"psychology, sociology",1,,,0,,,,,
17876,"Notes from Underground, White Nights, The Dream of a Ridiculous Man, and Selections from The House of the Dead",Fyodor Dostoyevsky,"Dostoyevsky, Fyodor","Andrew R. MacAndrew, Ben Marcus","=""0451529553""","=""9780451529558""",1,4.18,Signet,Paperback,233,2004,1864,,2018/02/17,,,read,,,fiction,1,,,0,,,,,
12502,McCarthy's Bar: A Journey of Discovery in Ireland,Pete McCarthy,"McCarthy, Pete",,"=""0312311338""","=""9780312311339""",1,3.80,St. Martin's Griffin,Paperback,338,2003,1999,,2018/11/18,,,read,,,memoir,1,,,0,,,,,
493,My Inventions,Nikola Tesla,"Tesla, Nikola",,"=""1599869942""","=""9781599869940""",2,4.01,"Filiquarian Publishing, LLC.",Paperback,88,2006,1919,,2019/09/15,,,read,,,"memoir, physics<br/>",1,,,0,,,,,
40174034,Naturally Tan,Tan France,"France, Tan",,"=""1250211077""","=""9781250211071""",2,3.87,MacMillan Audio,Audio CD,,2019,2019,,2019/01/15,,,read,,,"memoir, LGBTQ",1,,,0,,,,,
39284186,No Friend But the Mountains: Writing from Manus Prison,Behrouz Boochani,"Boochani, Behrouz",Omid Tofighian,"=""176055538X""","=""9781760555382""",4,4.16,Picador Australia,Paperback,416,2018,,,2019/10/12,,,read,,,"sociology, current events, immigration, human rights<br/>",1,,,0,,,,,
43835469,The Ungrateful Refugee,Dina Nayeri,"Nayeri, Dina",,"=""1948226421""","=""9781948226424""",0,4.18,Catapult,Hardcover,368,2019,2019,,2019/10/02,,,read,,,,0,,,0,,,,,
35943049,The Path of the Puma: The Mountain Lion's Survival in the Shadow of Decline,Jim Williams,"Williams, Jim",,"=""1938340728""","=""9781938340727""",1,4.21,Patagonia,Hardcover,312,2018,,,2019/07/25,,,read,,,,0,,,0,,,,,
36701550,Underground: A Human History of the Worlds Beneath Our Feet,Will Hunt,"Hunt, Will",,"=""""","=""""",1,3.85,Spiegel & Grau,Hardcover,288,2019,2019,,2019/05/02,,,read,,,,0,,,0,,,,,
36717955,Calling All Minds: How to Think and Create Like an Inventor,Temple Grandin,"Grandin, Temple",,"=""0525632298""","=""9780525632290""",2,3.72,Listening Library,Audio CD,,2018,2018,,2018/09/07,,,read,,,,0,,,0,,,,,
38650651,There Will Be No Miracles Here: A Memoir,Casey Gerald,"Gerald, Casey",,"=""0735214204""","=""9780735214200""",0,3.73,Riverhead Books,Hardcover,394,2018,2018,,2019/08/29,,,read,,,,0,,,0,,,,,
36901480,The Wonderful Mr Willughby: The First True Ornithologist,Tim Birkhead,"Birkhead, Tim",,"=""1408878488""","=""9781408878484""",1,3.32,Bloomsbury Publishing,Hardcover,368,2018,,,2018/09/07,,,read,,,,0,,,0,,,,,
33916061,We Were Eight Years in Power: An American Tragedy,Ta-Nehisi Coates,"Coates, Ta-Nehisi",,"=""0399590560""","=""9780399590566""",1,4.43,One World,Hardcover,367,2017,2017,,2018/08/19,,,read,,,,1,,,0,,,,,
32498038,Theft by Finding: Diaries 1977-2002,David Sedaris,"Sedaris, David",,"=""0316154725""","=""9780316154727""",1,3.93,"Little, Brown and Company",Hardcover,514,2017,2015,,2018/09/18,,,read,,,,0,,,0,,,,,
33786693,No Visible Bruises: What We Don’t Know About Domestic Violence Can Kill Us,Rachel Louise Snyder,"Snyder, Rachel Louise",,"=""""","=""""",1,4.52,Bloomsbury,Hardcover,320,2019,2019,,2019/06/02,,,read,,,,0,,,0,,,,,
39696584,"The Truth About Animals: Stoned Sloths, Lovelorn Hippos, and Other Tales from the Wild Side of Wildlife",Lucy Cooke,"Cooke, Lucy",,"=""""","=""""",1,4.26,Basic Books,Kindle Edition,352,2018,2017,,2018/08/06,,,read,,,,0,,,0,,,,,
33584212,Immune: How Your Body Defends and Protects You,Catherine Carver,"Carver, Catherine",,"=""1472915119""","=""9781472915115""",1,3.61,Bloomsbury Sigma,Hardcover,304,2017,,,2019/08/10,,,read,,,,0,,,0,,,,,
35182507,Caesar's Last Breath: The Epic Story of The Air Around Us,Sam Kean,"Kean, Sam",,"=""""","=""""",1,4.22,Transworld Digital,Kindle Edition,332,2017,2017,,2018/08/18,,,read,,,,1,,,0,,,,,
26114430,What a Fish Knows: The Inner Lives of Our Underwater Cousins,Jonathan Balcombe,"Balcombe, Jonathan",,"=""0374288216""","=""9780374288211""",1,4.16,"Scientific American / Farrar, Straus and Giroux",Hardcover,304,2016,2016,2018/01/01,2018/08/06,,,read,,,,1,,,0,,,,,
29870203,"The Phantom Atlas: The Greatest Myths, Lies and Blunders on Maps",Edward Brooke-Hitching,"Brooke-Hitching, Edward",,"=""1471159477""","=""9781471159473""",2,3.85,Simon & Schuster UK,ebook,256,2016,2016,,2019/01/10,,,read,,,,0,,,0,,,,,
22609485,The Soul of an Octopus: A Surprising Exploration Into the Wonder of Consciousness,Sy Montgomery,"Montgomery, Sy",,"=""1451697716""","=""9781451697711""",0,3.87,Atria Books,Hardcover,261,2015,2015,,2019/10/07,,,read,,,,0,,,0,,,,,
28118522,The Kingdom of Speech,Tom Wolfe,"Wolfe, Tom",,"=""0316269964""","=""9780316269964""",1,3.51,"Little, Brown and Company",Hardcover,304,2016,2016,,2019/09/08,,,read,,,,0,,,0,,,,,
32191697,Paper: Paging Through History,Mark Kurlansky,"Kurlansky, Mark",,"=""0393353702""","=""9780393353709""",1,3.75,W. W. Norton  Company,Paperback,416,2017,2016,,2019/02/14,,,read,,,,0,,,0,,,,,
23164961,The Fly Trap,Fredrik Sjöberg,"Sjöberg, Fredrik",Thomas Teal,"=""110187015X""","=""9781101870150""",1,3.68,Pantheon,Hardcover,288,2015,2004,,2019/07/29,,,read,,,,0,,,0,,,,,
13153931,Full Body Burden: Growing Up in the Nuclear Shadow of Rocky Flats,Kristen Iversen,"Iversen, Kristen",,"=""030795563X""","=""9780307955630""",1,4.02,Crown,Hardcover,416,2012,2012,,2018/08/02,,,read,,,,0,,,0,,,,,
2583623,10 Books That Screwed Up the World: And 5 Others That Didn't Help,Benjamin Wiker,"Wiker, Benjamin",,"=""1596980559""","=""9781596980556""",1,3.37,Regnery Publishing,Hardcover,260,2008,2008,,2018/10/10,,,read,,,,0,,,0,,,,,
14410558,Saint Charles Borromeo a Sketch of the Reforming Cardinal,Louise M. Stacpoole-Kenny,"Stacpoole-Kenny, Louise M.",,"=""1466457295""","=""9781466457294""",1,3.00,Createspace,Paperback,282,2011,1911,,2018/05/02,,,read,,,,0,,,0,,,,,
2508533,"Journeys in Persia and Kurdistan, Volume Two",Isabella Lucy Bird,"Bird, Isabella Lucy",,"=""1590481534""","=""9781590481530""",1,3.60,Long Riders' Guild Press,Paperback,432,2004,2006,,2018/08/06,,,read,,,,0,,,0,,,,,
800426,The Oysters of Locmariaquer,Eleanor   Clark,"Clark, Eleanor",,"=""0060887427""","=""9780060887421""",1,3.27,Harper Perennial Modern Classics,Paperback,240,2006,1964,,2019/08/06,,,read,,,,0,,,0,,,,,
5340,Pictures from Italy,Charles Dickens,"Dickens, Charles",Kate Flint,"=""0140434313""","=""9780140434316""",1,3.55,Penguin Classics,Paperback,220,1998,1846,,2018/04/14,,,read,,,,1,,,0,,,,,
12527,Pilgrim at Tinker Creek,Annie Dillard,"Dillard, Annie",,"=""0072434171""","=""9780072434170""",2,4.10,Harper Perennial,Paperback,288,2000,1974,,2018/03/15,,,read,,,,1,,,0,,,,,
624549,The Archaeology of Qumran and the Dead Sea Scrolls,Jodi Magness,"Magness, Jodi",,"=""0802826873""","=""9780802826879""",2,4.05,Eerdmans,Paperback,238,2003,2002,,2018/03/28,,,read,,,,0,,,0,,,,,
13839,The Botany of Desire: A Plant's-Eye View of the World,Michael Pollan,"Pollan, Michael",,"=""0375760393""","=""9780375760396""",1,4.06,Random House Trade Paperbacks,Paperback,297,2002,2001,,2018/08/11,,,read,,,,1,,,0,,,,,
581221,The Moral Sense,James Q. Wilson,"Wilson, James Q.",,"=""0684833328""","=""9780684833323""",1,3.89,Free Press,Paperback,336,1997,2008,,2018/09/07,,,read,,,,0,,,0,,,,,
31868530,The Extended Phenotype: The Long Reach of the Gene,Richard Dawkins,"Dawkins, Richard",Daniel C. Dennett,"=""0198788916""","=""9780198788911""",2,4.09,"Oxford University Press, USA",Paperback,468,2016,1982,,2018/04/25,,,read,,,,0,,,0,,,,,
46114266,Successful Aging: A Neuroscientist Explores the Power and Potential of Our Lives,Daniel J Levitin,"Levitin, Daniel J",,"=""1524744182""","=""9781524744182""",0,4.67,Dutton Books,Hardcover,528,2020,,,2019/10/12,to-read,to-read (#213),to-read,,,,0,,,0,,,,,
46144864,"A Map Is Only One Story: Twenty Writers on Immigration, Family, and the Meaning of Home",Nicole Chung,"Chung, Nicole",Mensah Demary,"=""1948226782""","=""9781948226783""",0,4.33,Catapult ,Paperback,252,2020,2020,,2019/10/12,to-read,to-read (#212),to-read,,,,0,,,0,,,,,
48169995,What's That Word? Vocabulary Quizzes,Douglas Grey,"Grey, Douglas",,"=""108854164X""","=""9781088541647""",0,5.00,Mental Sharpness Press,Paperback,124,2019,,,2019/10/12,to-read,to-read (#211),to-read,,,,0,,,0,,,,,
46722145,"Rap on Trial: Race, Lyrics, and Guilt in America",Erik Nielson,"Nielson, Erik","Andrea Dennis, Killer Mike","=""1620973405""","=""9781620973400""",0,4.33,The New Press,Hardcover,224,2019,2019,,2019/10/12,to-read,to-read (#210),to-read,,,,0,,,0,,,,,
48400810,Seeing Reality As It Is,Joseph L Giovannoli,"Giovannoli, Joseph L",,"=""""","=""9781733339308""",0,3.50,"Research Associates, LLC",Paperback,207,2019,2019,,2019/10/12,to-read,to-read (#209),to-read,,,,0,,,0,,,,,
40072437,Fairy and Folk Tales of the Irish Peasantry,W.B. Yeats,"Yeats, W.B.",,"=""1985586096""","=""9781985586093""",3,4.05,Createspace Independent Publishing Platform,Paperback,218,2018,1888,2017/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
20758028,Fields of Blood: Religion and the History of Violence,Karen Armstrong,"Armstrong, Karen",,"=""0307401960""","=""9780307401960""",2,3.90,Knopf Canada,Hardcover,528,2014,2014,,2019/10/01,,,read,,,,1,,,0,,,,,
45171301,Welcoming the Unwelcome: Wholehearted Living in a Brokenhearted World,Pema Chödrön,"Chödrön, Pema",,"=""1611805651""","=""9781611805659""",0,4.40,Shambhala,Hardcover,160,2019,,,2019/10/04,to-read,to-read (#208),to-read,,,,0,,,0,,,,,
45869086,You Are What You Read,Jodie Jackson,"Jackson, Jodie",,"=""1783527226""","=""9781783527229""",0,3.76,Unbound,Paperback,144,2019,2019,,2019/10/02,to-read,to-read (#207),to-read,,,,0,,,0,,,,,
44581493,The Beatles from A to Zed: An Alphabetical Mystery Tour,Peter Asher,"Asher, Peter",,"=""1250209595""","=""9781250209597""",0,4.64,Henry Holt & Company,Hardcover,272,2019,,,2019/09/24,to-read,to-read (#206),to-read,,,,0,,,0,,,,,
45894125,A Scheme of Heaven: The History of Astrology and the Search for our Destiny in Data,Alexander Boxer,"Boxer, Alexander",,"=""0393634841""","=""9780393634846""",0,5.00,W. W. Norton  Company,Hardcover,336,2020,,,2019/09/21,to-read,to-read (#205),to-read,,,,0,,,0,,,,,
